宝贝收到了，物流很快，裙子面料很舒服，质量不错，大小合适，颜色很正，很满意的一次购物，美美哒！
很成功的选择，老婆很喜欢。
衣服的质量和卖家描述的一样好，上身效果很棒，尺码正，客服的服务态度更是好，非常有诚信的卖家，会继续光顾本店
不错的群子，穿起来很舒服，很凉快，料子好，手感好，本来自己微胖，穿起来到瘦了……哈哈哈
宝贝非常漂亮，质量非常好，版型非常美观，穿着舒适，透气，邮递员服务态度好，下次还会光临本店，
裙子很好，穿起来很舒服，很仙，和图片相符，我很喜欢。
一般.习惯好评
按客服小姐姐推荐的尺码买的，发货速度很快，收到后真的是很惊喜?非常合适，款式也很好，全5星好评
衣服很漂亮，上身效果也很好，满意，下次还会光顾
衣服质量真心不错，麻麻很喜欢，发现也很合适，洗过了，不掉色
裙子很好，很漂亮，这是我最满意的一个生日礼物快递也给力今天是我生日穿上这么漂亮的裙子好开心
裙子收到了，质量很好，穿上也特别好看，还送了丝巾，非常感谢
感觉实物还是没有网上图片好看，算凑合吧
有点污迹
面料不错，
衣服质量不错
宝贝已收到！这是我第三次在淘宝买衣服！也是最满意的一次！谢谢店家的服务！赠品也漂亮！
没相片好看哟
非常好，老妈很喜欢，而且卖家服务态度很好，下次还会来。必须推荐。给个赞。非常棒！！
质量很好
一分钱一分货，这个绝对有档次
宝贝不错
这是我在网上买的比较贵的裙子，自已买的时候还纠结了一下，收到后比较满意。好评
非常好！穿上很有气质
服务不错
纯真丝的，满意
很差，做工粗糙，面料不好，还起静电
给妈妈买的，她比较喜欢
好看，面料很舒服。
物流给力，客服态度好，推荐的号码很准，物有所值，刚收到货时候，起静电，客服让用洗涤液洗衣服，效果很好，这个季节上身很好！
还行，不过很皱
无法形容，超喜欢，下次晒图，因为刚收到就洗了，想早点能穿上
质量好穿了舒服又轻松，朋友都说好看又有气质，给店家和裙子好评，喜欢
衣服面料超柔软，穿着特舒服，上身效果非常漂亮，最满意的一次购物。想买的姐妹们赶快下单吧！物流也超快。
衣服质量很好?妈妈特别喜欢，上身效果可以，就是介意大家可以拍大一码，裙子长比较有感觉。
衣服质量非常好，服务周到。
衣服质量不错，妈妈很喜欢，面料看起来是桑蚕丝的，好评
蛮好看的送给母亲，她很喜欢
衣服面料挺好，颜色也不错，和图片上几乎没有什么色差。穿上比较和身，整体效果非常不错。是一件可心的衣服。
物流速度快得不敢相信，24小时不到就收到宝贝了！面料做工都满意，水墨买的人多，刻意避开，买了黑色的，之前担心红色花纹会俗气，实物没有图片鲜艳，反而更好。
非常好！物流快5分必须的！淘宝比唯品会感觉要规范些，诚信些，我喜欢在淘宝上买东西。
