t***3,2017/4/25 18:30,1717黑白,44,鞋子样式很不错  价格也非常实惠  传上去很舒服  大小是刚刚好的  很满意  快递速度还快  感谢卖家送的香包 很好闻,,,,,,
泡***妇,2017/5/13 14:44,1717白绿,40,鞋子很好，穿了一星期了，不论从质量还是外形，与这个价位都没有什么差，鞋子非常合脚舒服，材质特别轻便，以后再次购买，很舒心。。。,,,,,,
毒***勇,2017/4/21 22:29,1717棕色,39,颜色不错。穿起来非常帅气。尺码刚刚合适。我非常喜欢,,,,,,
1***呀,2017/5/25 14:31,1717白红,39,宝贝相当好，穿着正合适，颜色也非常鲜艳，料子也很好，很舒服， 卖家很细心，服务态度非常好，物流也快，今天拍的下午就到了，很可以的，,,,,,,
傻***0,2017/5/3 0:35,838黑白,39,质量没不错呢，男朋友很喜欢，还说一定要好评，只是好久就发货的，今天才收到，还好没关系了，给5星好评吧，喜欢的帅哥美女可以放心买哦,,,,,,
嘉***6,2017/6/8 20:57,1717白绿,40,百搭鞋，质量上乘品，绝对的划算对于这个价钱来说！赶紧下手吧（重点是百搭鞋）,,,,,,
d***a,2017/5/26 16:31,1717棕色,41,鞋子穿了10天左右才来评价的，感觉挺好的，底也挺柔软的，蛮轻，走起路来挺舒适的。,,,,,,
c***港,2017/5/5 22:43,1717红色,40,鞋子收到了，鞋子的款式挺不错的，另外穿着也蛮合脚的，同时也蛮舒服的。物流也蛮快的，其他没有什么问题，32赞。,,,,,,
黎***5,2017/5/16 17:23,3399黑白,41,今天刚收到，鞋子不错，挺厚实的，比想象中的结实，不过还没穿，以后穿了再来补?,,,,,,
潇***霞,2017/5/20 15:30,1717棕色,40,质量很不错哈，款式很好看，大小也刚好，老公很喜欢，性价比高！,,,,,,
何***鹏,2017/5/28 21:42,D01黑红,43,鞋子不错，穿着挺舒服的，透气，而且价格还不贵，我觉得非常值，有机会再买一双,,,,,,
夜***超,2017/5/23 11:47,1717白黑,42,鞋子不错！跟照片上的一样漂亮！好看便宜实惠！,,,,,,
只***q,2017/5/20 22:42,1717白绿,40,一眼就看上了，很喜欢，款式不错，穿着也很舒服，关键是还便宜,,,,,,
2***东,2017/6/3 17:07,1717棕色,42,宝贝穿着舒适透气，款式新颖,,,,,,
t***7,2017/6/8 16:50,A877黑白,42,<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>6<b></b>一<b></b>个<b></b>字<b></b>，<b></b>漂<b></b>亮<b></b>,,,,,,
丹***g,2017/6/2 16:17,1717棕色,43,质量超级好，价格还这么给力。款式也很漂亮。,,,,,,
w***1,2017/6/12 20:43,1717黑金,43,鞋子还可以。穿着蛮舒服呀。下次还会来买的。价格便宜，质量可以！,,,,,,
y***o,2017/6/11 7:20,838黑金,40,大小正合适,,,,,,
王***0,2017/6/11 10:34,A877黑白,42,没想到价格不贵质量还挺好，穿着舒服，以后还买这家里的产品,,,,,,
显***诺,2017/6/7 14:29,238黑金,42,鞋子非常好，穿着很舒服，鞋子款式跟我想的一样，还要再买一双,,,,,,
x***2,2017/6/9 21:25,1717白黑,44,还没穿呢，但总体感觉挺好，服务最好。物流也很给力,,,,,,
许***l,2017/6/12 11:14,838黑红,42,挺不错的，颜色也很正，穿去健身房慢走几次了，质量没问题，当备用鞋不错?,,,,,,
蒋***8,2017/6/1 11:10,A877白黑,40,鞋子穿着很舒服。大小刚刚好不憋脚，外观很满意很满意的一次购物,,,,,,
近***你,2017/6/12 22:28,1300黑金,40,质量棒棒哒，送的香包也棒棒哒，看中的可以下单了，鞋子也挺好看，时尚夏天穿着也休闲，祝店家生意兴隆，很满意的一次购物。,,,,,,
q***4,2017/6/8 20:52,A877白红,43,鞋子已经收到了，由于种种原因，现在才来评价，鞋子尺码测正好，穿上也十分舒适，这个价格真的物超所值,,,,,,
阿***行,2017/6/8 16:32,3399黑红,40,鞋质量挺好穿着挺合适，店铺跟物流服务态度也很好！,,,,,,
小***8,2017/6/12 14:39,A877白红,41,总体还是比较满意的,,,,,,
h***8,2017/6/7 11:29,2299黑金,40,不错的，便宜实惠。,,,,,,
t***6,2017/6/7 9:45,838黑白,41,很不错，蛮好看，穿着也舒服,,,,,,
m***6,2017/6/12 16:28,838黑金,41,很喜欢这个季节不适合穿这个鞋买的有点早了,,,,,,
w***9,2017/6/11 21:00,D01黑白,41,好穿  鞋也比较轻  穿着运动 感觉就像飞一样?,,,,,,
l***c,2017/6/4 10:23,1717黑金,43,耐折性：非常好，穿着舒适，透气性强，夏季优选。 耐心解答，推荐的码数合适。,,,,,,
岁***3,2017/6/4 19:35,3399黑白,44,鞋子很舒服，穿上很舒服，尺码合适。,,,,,,
流***9,2017/6/10 18:30,1717白绿,44,嗯，鞋码正确，很不错,,,,,,
q***3,2017/6/10 15:18,1352白黑,42,鞋子很好  质量不错  很喜欢,,,,,,
当***1,2017/6/3 21:37,006黑白,40,鞋子收到，非常好看，还会继续支持店家的生意。穿着也非常的舒服，样子也特别喜欢。,,,,,,
今***你,2017/6/9 13:00,1717黑金,40,图片与鞋子一样，结实。店家真的很用心,,,,,,
w***y,2017/6/1 20:33,2323白红,42,针对此鞋做出以下评论： 优点：鞋设计美观，价格便宜，卖家服务态度好，柔软度适中。 待提高：鞋面为米白色没有想象那么白，鞋底有点薄， 原打算洗洗以后再做整体评论，可是卖家再三催促，只能给大家分享这些。,,,,,,
t***2,2017/6/7 10:54,838黑白,43,尺码：不错，鞋码数也合适，孩子穿42，这个怕买小了，买的43，稍微大一点点，挺舒适的。,,,,,,
亲***君,2017/6/11 10:24,1717白黑,41,鞋收到儿子很喜欢，就买大了一码，儿子说穿着挺舒服的，这便宜买到穿着舒服的鞋,,,,,,
我***y,2017/6/4 20:34,838黑白,42,抱歉工作太忙评价晚了，对店家说声对不起。这款鞋子儿子非常喜欢，穿着也很舒服，款式颜色图案和描述的完全一样，很开心的一次购物，绝对五星好评，以后还会光顾,,,,,,
胡***8,2017/6/5 22:47,1717黑白,42,鞋子收到了，儿子说穿着很合适，很喜欢。下次可以介绍朋友来。,,,,,,
指***5,2017/6/9 22:18,D01白色,42,好，好看，穿上鞋子很舒服，就是有点热。。没有 态度很好，还打电话过来，就是我妹给我关了,,,,,,
h***福,2017/6/11 12:56,1717白黑,40,这双鞋不错，很有个性，穿上去刚刚好，质量也很好，是我喜欢的款式，不错，值得购买。,,,,,,
黄***1,2017/6/11 19:02,X06灰色,41,挺不错的东西   物流也很快  挺值得这个价钱,,,,,,
张***微,2017/6/8 20:24,1717黑金,43,鞋子是帮同学买的 挺不错的吧 然后我就忘记了来评价 啊哈哈 看他穿在脚上还是挺有feel的,,,,,,
d***6,2017/6/10 21:33,A877白红,39,卖家态度特别好，鞋子样子也好好看！！！！,,,,,,
n***g,2017/6/7 21:51,1717白黑,43,亲们鞋的质量是很好的，杠杠的，儿子很喜欢，开始买了一双黑色的，儿子喜欢又买了一双白色的，想买的亲们别在犹豫了，客服服务态度很好，物流也很快，真是很满意的一次购物，祝老板生意兴隆！,,,,,,
q***4,2017/6/7 18:53,1717白黑,43,挺好的，质量方面没得说，边上的胶粘的很好，鞋底也很好,,,,,,
路***声,2017/6/2 20:35,3399黑金,41,一时忙，忘了评，既然客服打电话过来了，就给评下啦，鞋子总体还是不错的，适合春秋穿，透气性不强，我本意当夏天防湿用的，也挺好看,,,,,,
z***7,2017/6/7 16:43,A877黑白,44,还不错物美价廉，挑毛病的人就算了吧，本人感觉这个价位就很好啦,,,,,,
红***8,2017/6/2 15:01,1717黑白,42,鞋子挺好的！里面还附送了香包！去除了鞋子本身的皮革味！而且穿上去也舒服！号码也没偏差！最重要得是女朋友也挺喜欢的！哈哈  我们两个人都喜欢穿帆布鞋！而且服务态度也非常好！以后再买鞋子还来这家！,,,,,,
z***7,2017/6/2 12:14,CF09黑色,42,收到了鞋子特意穿过几天才来评价鞋子很合脚，穿起来很舒服，特别喜欢,,,,,,
红***0,2017/6/6 18:21,1300黑金,40,宝贝不错，特地穿了之后在来评的，老公说穿着很舒服呢,,,,,,
梅***馨,2017/6/12 19:17,1717白绿,39,鞋子！还不错，看着穿着还是蛮喜欢的，绿色～低调又够骚???,,,,,,
t***5,2017/6/11 21:37,A877白红,42,不错穿着舒服 性价比80分,,,,,,
阳***购,2017/6/10 20:49,1717黑色,43,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>,,,,,,
余***3,2017/6/2 19:17,838黑红,40,鞋子款式儿子挺喜欢，适合学生穿着，店家还送了袜子，挺好。,,,,,,
y***8,2017/6/4 21:29,1717黑金,42,好看，穿着舒服，质量可以，性价比高，值,,,,,,
唐***7,2017/6/6 22:12,A877白绿,40,鞋子颜色，码数，质量价格，我都满意。,,,,,,
l***0,2017/6/3 18:53,1717黑金,39,宝贝很满意，也很喜欢，透气很好，穿着也挺合适的，也很喜欢，看图说话咯，建议购买,,,,,,
给***予,2017/5/31 11:02,A877白黑,41,鞋子终于收到了，满意。鞋子小了所以换大一码的，卖家很耐心的和我解释说明，服务很好，鞋子也很漂亮给弟弟买的。鞋子的质量也很好，帆布面摸着手感舒服，没发现开胶，送的香包把鞋染了一股淡淡的香味，鞋子很棒。,,,,,,
克***4,2017/6/12 12:12,1352白黑,43,鞋子不错，尺码正合适，穿上很舒服，也没有色差，真心不错不捂脚，不臭脚，,,,,,,
笑***烂,2017/6/7 16:08,A877白绿,41,挺不错的，耐脏！也舒适防滑，这个价位值。。,,,,,,
w***1,2017/6/1 11:22,1717黑白,41,不错不错，质量也好，穿着也舒服，准备再买一双呢！,,,,,,
某***谁,2017/6/10 22:06,1352白黑,42,鞋子很好，穿着挺舒服的！,,,,,,
肯***你,2017/6/7 17:54,1793黑金,39,鞋子很好看,,,,,,
只***肥,2017/6/9 21:30,1717黑金,43,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>,,,,,,
老***7,2017/6/9 12:12,1717棕色,40,这质量杠杠的,,,,,,
王***5,2017/6/8 22:40,006黑红,42,宝贝早就收到了，个人比较忙没顾上去评价，鞋子质量很好弟弟很喜欢，要是穿的好还回来的,,,,,,
m***雨,2017/6/3 16:33,1300黑白,39,鞋子穿着还不错，挺好的，同学们也都说挺好的，穿了一天了也没感觉什么不适合的，喜欢的下单吧,,,,,,
t***1,2017/6/12 21:19,006黑红,40,货已收到。质量还是可以的，好评。,,,,,,
郝***6,2017/6/4 21:52,838黑金,41,鞋子很帅气，穿起来效果也很不错。价格便宜，是个不错的选择。,,,,,,
雨***4,2017/5/31 12:00,1717棕色,43,好评好评，给弟弟买的，质量挺好的，跟图片一样，没什么色差,,,,,,
哇***3,2017/6/2 17:03,838黑金,42,不好意思现在来评的，我我已经收到了而且穿了好久，真的很不错而且也很好看，我跟相片上的一样，值得拥有，大家抓紧时间那不要错过啊，希望下次还能合老板再次的合作。,,,,,,
一***8,2017/6/4 22:20,2323白黑,40,鞋子质量不错，也便宜。我小孩说穿着也舒服。值得大家买,,,,,,
2***z,2017/5/21 19:31,838黑红,41,鞋子挺好看，跟照片相符，拍之前看了评论，确实大一码，所以拍了41的(本人穿42)，所以，很合脚，真心棒棒哒！物流也快呢！,,,,,,
小***财,2017/4/30 12:35,1717白黑,40,鞋子收到了  挺喜欢的    休闲好看 质量好 喜欢的朋友赶紧下单,,,,,,
天***贱,2017/5/12 16:27,1933黑白,42,<b></b>东<b></b>西<b></b>棒<b></b>棒<b></b>哒<b></b> <b></b> <b></b>穿<b></b>着<b></b>舒<b></b>适<b></b> <b></b> <b></b> <b></b>透<b></b>气<b></b> <b></b> <b></b> <b></b>运<b></b>动<b></b>感<b></b>十<b></b>足<b></b>。<b></b>,,,,,,
我***m,2017/5/16 17:41,1717棕色,39,买给弟弟的，他很喜欢，，O(&cap;_&cap;)O哈哈~感觉自己真是个好姐姐，鞋子不错哟~\\(≧▽≦)/~,,,,,,
k***0,2017/6/7 15:27,1717棕色,40,鞋子非常不错，穿着脚也舒服，号码正！美美的，下次还会来的！非常满意！,,,,,,
s***6,2017/4/22 9:40,1717白绿,43,宝贝收到了，还是有点小惊喜！没想到不仅外观时尚，帆布质量也杠杠的！,,,,,,
那***光,2017/5/17 12:37,1717黑白,41,感觉不错，穿着挺舒服的，鞋子也没有什么不好的地方，就是感觉还是有点捂脚，其他都挺不错的,,,,,,
t***0,2017/5/15 15:49,1717红色,41,鞋子很潮 拿会宿舍一打开就很喜欢 室友都很心动  哈哈  下次还来这买,,,,,,
h***4,2017/5/6 14:08,1717红色,39,我男朋友之前买了这双的同款，然后一个月就穿脱胶了，无意中我随便买了这双买回来发现是一样的，真害怕没穿多久就坏了，但是看起来质量还不错的样子，但愿质量真的好，好的话我就再来光顾,,,,,,
t***6,2017/5/29 21:09,X6灰色,40,快递太给力了，二天就到了，太快了。看了鞋子也没有什么问题，穿起来蛮舒服合适。这次购物很满意,,,,,,
y***2,2017/6/6 15:29,1793黑金,41,鞋子质量不错，鞋底也很耐磨，款式超潮流，配什么都行，宝贝描述相符，性价比很高，耐穿的话下次继续购买,,,,,,
我***勤,2017/6/8 12:13,1717棕色,44,价格实惠，透气性好，穿l上很舒服不磨脚，下次还会关注，给五星好。,,,,,,
你***4,2017/5/18 20:42,238黑白,41,合适 很好 舒服 鞋子蛮不错 质量挺好的 穿起来蛮舒服的 值得购买的 服务态度也好,,,,,,
满***就,2017/4/15 16:21,1717棕色,42,鞋子质量可以，打开盒子后无异味，还送双袜子，尺码比较标准，物流也很快，总体不错~,,,,,,
林***站,2017/5/11 15:30,3399黑白,43,合适 好 鞋子很好，样式新潮，同学都说好，买了两双了，满意,,,,,,
天***2,2017/6/6 16:23,X01黑金,41,帮同事买的  他很喜欢 物美价廉  质量不错 码子标准,,,,,,
t***8,2017/4/28 15:21,1717黑白,41,质量不错，外观挺帅的，穿着也很舒服，大小正合适,,,,,,
t***6,2017/6/4 8:44,838黑金,41,鞋子一到就迫不及待的发开了，没让我失望，非常的好看，下次还会来光顾的。,,,,,,
妍***你,2017/6/10 14:44,X6灰色,42,帮朋友买的，朋友说轻巧好走路,,,,,,
不***念,2017/6/11 11:08,1300黑色,42,鞋子收到了，穿了几次，挺舒服的，样式也很好看，价格还不贵，五星好评,,,,,,
t***8,2017/6/1 14:27,838黑红,40,鞋子总体来说很满意。对得起这个价格。,,,,,,
根***格,2017/6/1 18:40,1717黑金,40,鞋子穿起来感觉还不错，颜色搭配合理。与描述相符。发货速度快，物流及时。,,,,,,
迎***7,2017/6/11 10:21,1717白绿,42,尺码准 还好 鞋型和外形都很赞，质量也不错。,,,,,,
t***6,2017/6/9 21:52,1717白绿,40,之前忘了，隔了好久才评价，鞋子还可以，版型不错，弟弟挺喜欢的,,,,,,
王***咪,2017/6/8 11:21,1300黑色,43,鞋子很不错，舒适，样子潮，值得够买,,,,,,
铂***纪,2017/6/7 23:35,1717白绿,40,东西不错    便宜实惠  不好意思  太忙了忘记确认收货了,,,,,,
m***2,2017/6/7 12:43,X6黑白,41,用了几天才过来评价，总体来说这款性价比不错，很合脚，我是专门买来考驾照用的,,,,,,
z***7,2017/6/7 13:55,1717黑白,42,鞋子不错，穿着舒服，给满分，下次介绍朋友一起再光顾,,,,,,
白***2,2017/6/4 15:18,X6灰色,39,鞋不错，漂亮合脚，而且,,,,,,
谢***丶,2017/6/8 11:52,1717棕色,42,鞋子还是非常不错的 穿着很舒服 也没有异味  质量杠杠的,,,,,,
h***5,2017/6/7 16:56,1717白绿,42,鞋子很不错穿上的时候版型很好可以放心购买,,,,,,
雨***7,2017/6/9 7:55,838黑红,42,尺码：鞋子的质量很好，穿着很舒适，价格也很实惠，很超值。。,,,,,,
黑***律,2017/6/11 8:59,1717黑色,40,鞋子确实不错，客服的态度服务也很不错，鞋子的话偏小一点，建议买大一号，下次再来光顾。,,,,,,
s***2,2017/6/12 20:40,1717白绿,41,打开包裹 跟图片的一样 穿着也挺舒服的,,,,,,
y***d,2017/6/7 21:03,7116黑金,42,<b></b>鞋<b></b>子<b></b>大<b></b>小<b></b>正<b></b>好<b></b>，<b></b>下<b></b>次<b></b>还<b></b>会<b></b>来<b></b>买<b></b>,,,,,,
魑***丶,2017/6/8 20:57,838黑金,41,还不错，穿着挺舒服,,,,,,
一***香,2017/6/5 16:31,3399黑白,41,好，非常好，哈哈，物超所值，款型漂亮，鞋底软软的穿着舒服，唯一一点就是个人感觉鞋面有点厚，毕竟到了夏季，不过这毫不影响我给好评！,,,,,,
唐***5,2017/6/7 17:17,1717黑色,43,很好  弟弟很喜欢，   物流还行  值得购买,,,,,,
t***4,2017/6/12 14:24,D01黑白,41,东西收到了非常满意,,,,,,
0***0,2017/6/12 20:06,1717黑色,44,鞋子穿着很舒服，做工不错，性价比很高！,,,,,,
p***4,2017/6/2 15:46,1717黑白,41,鞋子收到了，质量还不错，样子也喜欢,,,,,,
胡***4,2017/6/5 14:01,1717黑色,44,哈哈，美太太，高兴，喜欢的赶快来购买别再犹豫别再考虑，,,,,,,
7***7,2017/6/12 19:19,3399黑白,42,鞋子很好，弟弟很喜欢，鞋码也很标准，没有臭味，很满意的一次购物,,,,,,
已***。,2017/6/4 10:14,1717黑色,42,宝贝还是蛮好的，弟弟看了很喜欢，这是送给他的毕业礼物，总体还是不错的。,,,,,,
m***1,2017/6/10 12:51,1717黑色,39,跟图片上的一样，很好看，给小孩他爸买的，穿着挺舒服的，很棒,,,,,,
华***年,2017/6/10 18:24,238黑红,42,很好的鞋子。精致美观。欢迎你们购买。,,,,,,
y***丶,2017/6/1 9:15,1717白黑,40,鞋子穿着很舒服，大小也合适，值得购买,,,,,,
c***路,2017/6/2 12:49,2299黑金,42,很好看  老公很喜欢，鞋子跟图片一样的。,,,,,,
荒***6,2017/6/2 17:43,838黑白,39,还不错，款式很新颖，大方，儿子自己选的款式，鞋码是标准的！,,,,,,
此***待,2017/6/7 20:27,A877黑白,41,买了40的大小刚合适，鞋子今儿穿了一下，只看过很不错。西瓜。。西瓜。。喜欢，。。,,,,,,
s***6,2017/6/8 12:53,1717黑色,43,鞋子不错，好看，帅气，穿起来舒服,,,,,,
熊***大,2017/6/10 21:33,1300黑金,40,鞋子还不错，跟描述的一样，价格便宜，快递也蛮快的，质量还不错，样子也好看，挺好的,,,,,,
透***你,2017/6/9 18:23,1717黑金,41,鞋子还不错，我买的41码，但是还是感觉有点小，穿其他鞋子40码就够，这双鞋41码还挤脚反正还是不错，挺好看的，推荐购买,,,,,,
t***3,2017/6/7 22:34,1717黑色,42,这鞋很不错，好看实惠（ &rsquo; - &rsquo; * ),,,,,,
素***草,2017/6/11 13:41,838黑红,42,恩，鞋子挺好了，买了有一段时间了，穿起来挺不错的很好，也舒服，店主小二也很认真的，满意度一次购物，评价来的有点晚哈,,,,,,
怠***旋,2017/6/12 7:20,2299黑金,43,正在穿，很喜欢，好评(つд?),,,,,,
t***1,2017/6/10 18:35,1717白黑,39,鞋子不错，儿子非常喜欢，要是真皮就更完美了,,,,,,
可***8,2017/6/9 9:00,3399黑红,41,价钱实惠，质量可以还没用先好评,,,,,,
命***笑,2017/6/12 22:29,1717黑白,40,速度很快，宝贝也很好看，穿在身上美美的。,,,,,,
万***8,2017/6/4 15:22,1717黑色,41,蛮不错的鞋子。6666，满意好看。。挺喜欢的。,,,,,,
醉***啊,2017/6/8 22:41,1300黑金,42,鞋子不错，很轻便也合脚，喜欢的亲们可放心购买！,,,,,,
z***0,2017/6/9 12:24,1717黑白,39,没异味合穿码正,,,,,,
久***大,2017/6/6 18:00,1717白黑,42,收到几天了忘记评论了 买给男票的 他很满意 鞋型很好看赞,,,,,,
凤***你,2017/6/1 10:59,1717白黑,40,已经回购了几次了，这次一起买了两双，她家的鞋子确实物美价廉，还会回购的,,,,,,
花***8,2017/6/3 23:03,1933黑红,40,鞋子样子好看，质量也挺好，穿上也舒服,,,,,,
c***u,2017/5/27 21:07,838黑红,39,鞋子穿起来感觉还是不错的，用的料也可以，颜色看起来也鲜艳，大小也是刚刚好，做工不错，花纹看起来时尚，性价比也可以的，好评。,,,,,,
我***3,2017/6/1 8:42,1717棕色,41,质量挺好的，老公穿的特别合适，有需要还会回购的,,,,,,
天***3,2017/6/1 17:20,1300黑红,42,鞋子真心不错，物超所值！穿上也很舒适，款式新颖，大气，高端！物流也非常快！完美！,,,,,,
阿***儿,2017/6/1 17:41,CF09灰色,39,穿着很舒服，大小合适，款型也很漂亮，满满的好评！,,,,,,
y***o,2017/6/10 22:37,838黑金,42,鞋子挺好的！穿了几天来评价，不捂脚 比较舒适。大赞！,,,,,,
快***a,2017/6/2 8:26,A877白绿,42,宝贝不错  质量很好  值得拥有,,,,,,
满***鸟,2017/6/12 7:50,X06灰色,42,42 脚定型后我一直都是穿42，这次买的也是42，个人感觉长了一点点 还好 还好,,,,,,
放***们,2017/6/3 14:46,A877白红,44,鞋子收到了，穿上很舒服，布料也不错，款式新颖大方还很透气。以后有需要还会再来的，我已经给朋友们链接啦！,,,,,,
z***振,2017/6/6 12:20,838黑金,41,鞋子可以，不错刚上脚,,,,,,
你***0,2017/6/3 14:20,3399黑白,43,鞋子外观非常好，散发着淡淡的幽香，很舒适,,,,,,
草***4,2017/6/4 8:25,006黑红,42,鞋子穿着很舒服，外观也好看，价格也美丽。,,,,,,
路***爷,2017/6/12 18:43,1717白绿,42,实物外观和图片上的几乎没什么区别，穿起来也挺舒服，价格也实惠，真正的物美价廉。,,,,,,
好***3,2017/6/12 13:53,CF09灰色,41,鞋子真的可以,,,,,,
程***8,2017/6/10 13:24,1717黑色,39,我是给儿子买的。买回来儿子就穿上了鞋子也挺喜欢的。给个好评,,,,,,
爱***生,2017/5/27 21:52,1717黑白,39,啊哈哈，抱歉啊，收货这么久今晚才来评价，首先呢，卖家态度很好，也很懂礼貌，其次啊因为男朋友个子不高，所以脚小，买的39码，码子是准确哒，。最后啊。男朋友说挺好的，不闷脚，也不磨脚~而且也不贵，啊哈哈，样式也挺好的，给你们看图哈。。第一个图是中间那个鞋子。。第二个和第三个图是拍的近图，拍照技术有限。。将就着看哇，真的不错哒,,,,,,
无***u,2017/6/10 9:04,5570全黑,41,不错哈，买来上班，专门穿了几天才来评论,,,,,,
追***8,2017/6/10 22:35,CF09灰色,41,鞋子挺不错，穿着挺舒服的，而且样子也好看，你值得拥有。,,,,,,
拾***1,2017/6/9 20:40,238黑金,43,穿着挺舒适的，夏天穿着挺透气的，感觉这点价格真的很划算,,,,,,
紫***f,2017/6/10 9:44,1717黑色,43,孩子喜欢的不得了，穿上都说好，帅气增分，赞,,,,,,
潮***深,2017/6/3 20:28,1717黑色,40,起初没抱多大幻想。实物与图片一模一样，很漂亮，非常喜欢。相信任何买它的人都不会后悔。,,,,,,
l***a,2017/6/12 21:39,3399黑白,42,很好  买了记得好评哦,,,,,,
3***凯,2017/6/5 22:39,1717黑色,40,鞋鞋面料 做工都很不错 鞋型也很漂亮 很满意,,,,,,
洋***i,2017/6/12 16:09,1717白红,41,鞋子很好看 质量也好 物美价廉。喜欢的朋友赶紧下单哦,,,,,,
双***4,2017/6/9 19:57,1717棕色,42,鞋子真的不错，价钱便宜质量杠杠的，下回一定会再光顾,,,,,,
t***5,2017/6/9 17:37,838黑金,41,非常值！！鞋子很好看！,,,,,,
斌***族,2017/6/2 16:11,838黑金,41,鞋子大小合适 做工也好 我很喜欢,,,,,,
l***5,2017/6/1 20:35,1717白黑,41,第一次在这家买的，收到宝贝后和照片一样。穿起来也挺舒服的，尺码也一样，很喜欢。,,,,,,
为***4,2017/6/12 21:39,1717黑金,41,可以很好不过我选错了小一码的还好刚刚合,,,,,,
娟***库,2017/6/10 19:47,D01白色,39,很好，很舒服。就是白色的容易脏，买黑色的就十分完美了,,,,,,
张***阳,2017/6/7 13:51,1717黑色,41,东西不错   可以    物流速度也快,,,,,,
灰***尽,2017/6/7 10:25,1717棕色,40,鞋子收到了，款式很好看，穿起来也没什么不舒服的感觉，好评！,,,,,,
东***胆,2017/6/10 21:25,006黑白,40,我在外面没法拍照证明一下，虽然我还没穿，但是看起来和图片差不多，挺好的样子，感觉对得起这个价钱，有机会还会来买的，好评?,,,,,,
y***7,2017/6/4 13:16,006黑白,42,鞋子很帅气。质量也是棒棒的。。穿的很舒服很轻巧。。尺码也刚刚好。。,,,,,,
邂***n,2017/6/4 16:20,838黑金,42,没说的。鞋子的款式很好看，还是比较潮的。而且价格也不错，穿着的感觉还是可以的，就是有点怕脱胶。希望能多穿几个月。,,,,,,
密***川,2017/6/7 12:28,D01黑红,41,挺好的价格便宜质量好,,,,,,
t***4,2017/6/6 17:27,2299黑金,42,满意的一次购物。鞋子穿着很舒服，大小合适，没有色差！价格也不是很贵，性价比非常高。满意的一次购物。,,,,,,
陈***宇,2017/6/10 20:55,1717黑金,42,鞋没有在 没有图片  质量特别好  穿着也舒服 而且 样式也好看  特别好 满分,,,,,,
单***量,2017/6/3 0:08,1717黑色,43,鞋不挤脚，漂亮，很好的一次网购,,,,,,
代***g,2017/6/8 8:29,1717黑金,39,还不错，很快,,,,,,
情***座,2017/6/11 5:48,1717黑色,44,很好看，点赞。,,,,,,
g***4,2017/6/8 21:47,1300黑金,42,宝贝儿非常满意，价格优惠，质量很好，穿着舒服，快递非常快，都很满意,,,,,,
空***6,2017/6/12 21:44,1717白黑,41,宝贝已经穿上了   感觉很好   便宜又实惠,,,,,,
x***9,2017/6/9 11:03,1717黑金,41,质量很不错，真心不会，而且也没味道，但是就是有点热，重庆这种天气夏天不适合，春秋穿一定很不错。,,,,,,
荣***3,2017/6/10 21:26,1717棕色,42,不好意思，这段时间太忙了，才来评论 鞋子不错老公特别喜欢，有时间传图,,,,,,
t***2,2017/6/2 17:51,5570全黑,42,实物比我拍出来的好看些。鞋子质量也很好，鞋底耐磨也很软，性价比挺高的，质量赶紧不错，颜色比较百搭，看着韩版但是又很潮，穿几天再来评价，耐穿的话下次会再来光顾的。发几张自己拍的实物照片供大家看下哈,,,,,,
v***v,2017/6/7 23:14,1717白黑,41,鞋子挺好，刚好合适，物流好,,,,,,
s***购,2017/6/2 11:24,838黑色,41,亲，鞋子收到了，挺好，孩子喜欢，下次继续购买。,,,,,,
喜***爱,2017/6/8 20:19,1717黑白,43,穿脚上还不错，价格也挺实惠的，正好合脚，物流很快，值得推荐,,,,,,
a***4,2017/6/12 12:36,1717黑金,41,一直在忙 现在才评价 鞋子版型不错 穿着也舒服 推荐购买,,,,,,
车***s,2017/6/10 19:11,1717黑白,39,穿着很舒服！价格实惠值得拥有,,,,,,
超***6,2017/6/4 13:15,1717黑金,39,鞋子很快。很气派，穿起来非常帅！,,,,,,
x***修,2017/6/12 14:35,1300黑金,43,挺可以的，大小正合适,,,,,,
李***征,2017/6/8 18:01,1300黑金,42,很舒服的鞋子，穿着很舒服也挺合脚的,,,,,,
j***y,2017/6/7 19:28,1717黑白,40,好鞋子，穿着很舒服，价格实惠！给好好评！,,,,,,
回***一,2017/6/5 9:42,1717白绿,41,现在超级好看 买来跟网上的一样超级超级好质量也好 下次还要来买 好评,,,,,,
史***6,2017/6/6 17:10,2323白绿,43,挺满意   穿上也挺舒服的    样子也好看  物流就不用说啦  两天就到,,,,,,
t***0,2017/6/5 17:34,006黑红,39,鞋子好看很合适已关注会在光临。,,,,,,
小***宝,2017/6/8 20:49,1717白红,42,还行。我是给我弟弟买的。他穿着还不错。也很舒服。,,,,,,
q***9,2017/6/5 20:05,A877白红,41,宝贝收到了，很满意的一次购物，老公穿上很合适，变的更帅了哈哈,,,,,,
s***1,2017/6/1 20:42,1717红色,40,很有型的鞋子，给弟弟的六一节礼物，他可喜欢了,,,,,,
